City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Windspeed
519,ocos,51,GT,1651347589,65,14.5094,-92.1933,87.98,8.79
520,atocha,0,BO,1651347589,18,-20.9333,-66.2333,61.97,13.35
521,dubbo,6,AU,1651347590,93,-32.25,148.6167,42.93,9.22
522,tieling,100,CN,1651347590,38,42.2931,123.8414,43.34,5.19
523,novospasskoye,41,RU,1651347591,84,53.1468,47.7514,41.97,5.75
524,byron bay,100,AU,1651347591,88,-28.65,153.6167,64.29,11.41
525,fallon,75,US,1651347403,20,39.4735,-118.7774,69.67,3.44
526,jalu,4,LY,1651347592,19,29.0331,21.5482,80.06,8.57
527,arlit,100,NE,1651347592,7,18.7369,7.3853,92.88,6.44
528,taunggyi,8,MM,1651347593,71,20.7833,97.0333,63.19,3.02
529,linqiong,100,CN,1651347593,83,30.4159,103.4609,55.22,11.36
530,russell,40,US,1651347594,51,32.3502,-85.1999,85.28,10.36
531,winnemucca,75,US,1651347594,33,40.973,-117.7357,60.85,3.44
532,sabha,39,LY,1651347594,15,27.0377,14.4283,83.61,15.55
533,omura,100,JP,1651347595,72,32.9214,129.9539,59.85,3.0
534,yerbogachen,100,RU,1651347595,96,61.2767,108.0108,32.02,2.95
535,general roca,3,AR,1651347596,21,-39.0333,-67.5833,65.84,11.18
536,ucluelet,95,CA,1651347553,83,48.9329,-125.5528,52.11,6.98
537,bayan,100,CN,1651347596,98,46.0833,127.4,36.1,8.25
538,fuxin,100,CN,1651347597,19,42.0156,121.6589,48.0,1.25
539,muncar,56,ID,1651347597,89,-8.4333,114.3333,76.78,2.06
540,sharya,38,RU,1651347351,90,58.3686,45.5144,28.0,5.5
541,campoalegre,100,CO,1651347598,89,2.6849,-75.3231,84.9,5.73
542,bilma,62,NE,1651347598,8,18.6853,12.9164,95.68,5.73
543,lago da pedra,84,BR,1651347599,86,-4.3333,-45.1667,81.25,2.62
544,tezu,100,IN,1651347599,69,27.9167,96.1667,71.85,2.35
545,upington,0,ZA,1651347600,47,-28.4478,21.2561,57.58,0.0
546,dossor,49,KZ,1651347601,76,47.5272,52.9811,55.49,20.76
547,gizo,74,SB,1651347601,73,-8.103,156.8419,82.18,0.92
548,saint-georges,20,GD,1651347551,74,12.0564,-61.7485,83.88,27.63
549,wonopringgo,100,ID,1651347602,86,-6.9833,109.6167,77.34,3.27
550,revelstoke,40,CA,1651347559,40,50.9832,-118.2023,53.62,2.3
551,oktyabrskoye,17,RU,1651347603,87,43.0645,44.7417,57.34,11.18
552,amontada,39,BR,1651347603,90,-3.3617,-39.8317,79.61,1.86
553,shimoda,100,JP,1651347604,67,34.6667,138.95,51.1,6.17
554,tahoua,0,NE,1651347605,7,14.8888,5.2692,102.18,2.3
555,birobidzhan,100,RU,1651347606,61,48.8,132.95,38.12,13.69
556,tadine,100,NC,1651347606,86,-21.55,167.8833,75.18,16.53
557,hai duong,93,VN,1651347560,90,20.9333,106.3167,80.6,10.96
558,fort nelson,40,CA,1651347553,49,58.8053,-122.7002,44.19,5.75
559,altay,97,CN,1651347607,31,47.8667,88.1167,51.48,10.45
560,tongzi,100,CN,1651347608,93,28.7829,105.0877,53.87,11.12
561,monywa,14,MM,1651347608,51,22.1167,95.1333,83.25,16.6
